Date of ,Location of ,Violation,Violation Base,Amount Due/
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Park/Improper Area,60,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Park/Improper Area,60,0
11/18/15,Metered Lot 6088,Service Space,60,80
11/18/15,Lot Specific 6090,Park/Improper Area,60,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Park/Improper Area,60,0
11/18/15,Lot Specific 6090,Parking Permit Vio,50,0
11/18/15,Lot Specific 6090,Park/Improper Area,60,0
11/18/15,Lot Specific 5067,Parking Permit Vio,50,0
11/18/15,Lot Specific 5067,Park/Improper Area,60,0
11/18/15,Lot Specific 5067,Parking Permit Vio,50,0
11/18/15,Lot Specific 5067,Park/Improper Area,60,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,70
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,70
11/19/15,Main Gate Garage,Park/Improper Area,60,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Park/Improper Area,60,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,70
11/19/15,Sixth Street Garage,Parking Permit Vio,50,70
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Main Gate Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Sixth Street Garage,Parking Permit Vio,50,0
11/19/15,Second Street Garage,Parking Permit Vio,50,0
11/19/15,Second Street Garage,Parking Permit Vio,50,0
11/19/15,Second Street Garage,Parking Permit Vio,50,70
11/19/15,Metered Lot 3141,Meter Violation,50,0
11/19/15,Lot Specific 6093,Meter Violation,50,70
11/19/15,Metered Lot 6088,Meter Violation,50,70
11/19/15,Metered Lot 6088,Meter Violation,50,70
11/19/15,Metered Lot 6088,Meter Violation,50,0
11/19/15,Communication/CESL,Service Space,60,0
11/19/15,Z1 1115,Parking Permit Vio,50,0
11/19/15,Z1 1233,Parking Permit Vio,50,0
11/19/15,Z1 1232,Parking Permit Vio,50,0
11/19/15,Z1 1232,Parking Permit Vio,50,0
11/19/15,Lot Specific 1016,Parking Permit Vio,50,0
11/19/15,Lot Specific 6093,Parking Permit Vio,50,0
11/19/15,Lot Specific 1016,Parking Permit Vio,50,0
11/19/15,Lot Specific 1157,Parking Permit Vio,50,0
11/19/15,Metered Lot 6088,Meter Violation,50,0
11/19/15,Metered Lot 6088,Meter Violation,50,0
11/19/15,Lot Specific 6090,Meter Violation,50,0
11/19/15,Lot Specific 3039,Parking Permit Vio,50,0
11/19/15,Lot Specific 6090,Park/Improper Area,60,0
11/19/15,Lot Specific 6090,Parking Permit Vio,50,0
11/19/15,Lot Specific 4052,Park/Improper Area,60,0
11/19/15,Lot Specific 4052,Parking Permit Vio,50,20
11/19/15,2nd Street,Meter Violation,50,0
11/19/15,Lot Specific 4052,Parking Permit Vio,50,0
11/19/15,2nd Street,Meter Violation,50,0
11/19/15,2nd Street,Meter Violation,50,0
11/19/15,Lot Specific 4052,Parking Permit Vio,50,0
11/19/15,Svc & Disabled 4059,Overtime,50,70
11/19/15,Park Student Center,Park/Improper Area,60,0
11/19/15,Z1 2030,Parking Permit Vio,50,0
11/19/15,Z1 2030,Parking Permit Vio,50,0
11/19/15,Hawthorne,Overtime,50,0
11/19/15,Svc & Disabled 5083,W/C Space/Access - 1DA,500,20
11/19/15,Second Street Garage,Parking Over Line,60,0
11/19/15,Second Street Garage,Parking Over Line,60,0
11/19/15,Enke Drive,Park/Improper Area,60,0
11/19/15,Lot Specific 6098,Parking Permit Vio,50,0
11/19/15,Lot Specific 6098,Park/Improper Area,60,0
11/19/15,Lot Specific 6098,Parking Permit Vio,50,0
11/19/15,Lot Specific 6098,Parking Permit Vio,50,70
11/19/15,Sixth Street Garage,Parking Over Line,60,0
11/19/15,South Of Sixth 7228,Park/Improper Area,60,0
11/19/15,Lot Specific 5072,Parking Permit Vio,50,0
11/19/15,Enke Drive,Meter Violation,50,70
11/19/15,Enke Drive,Meter Violation,50,0
11/19/15,Enke Drive,Meter Violation,50,0
11/19/15,Lot Specific 6093,Parking Permit Vio,50,0
11/19/15,Z1 2030,Parking Permit Vio,50,0
11/19/15,Lot Specific 6090,Parking Permit Vio,50,0
11/19/15,Metered Lot 6088,Meter Violation,50,0
11/19/15,Cherry Avenue,Prohibited Parking,85,0
11/19/15,Z1 2021,Parking Permit Vio,50,0
11/19/15,Lot Specific 6093,Parking Permit Vio,50,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/19/15,Lot Specific 5067,Park/Improper Area,60,0
11/19/15,4th Street,Park/Improper Area,60,0
11/19/15,4th Street,Park/Improper Area,60,0
11/19/15,4th Street,Parking Permit Vio,50,0
11/19/15,Lot Specific 3039,Park/Improper Area,60,0
11/19/15,Lot Specific 3039,Parking Permit Vio,50,0
11/19/15,Lot Specific 3039,Parking Permit Vio,50,0
11/19/15,Lot Specific 3039,Parking Permit Vio,50,0
11/19/15,Enke Drive,Park/Improper Area,60,0
11/19/15,Lot Specific 6098,Park/Improper Area,60,0
11/19/15,Lot Specific 6098,Park/Improper Area,60,0
11/19/15,Cherry Avenue,Park/Improper Area,60,80
11/19/15,Lot Specific 6093,Park/Improper Area,60,0
11/19/15,Lot Specific 6093,Park/Improper Area,60,0
11/19/15,Lot Specific 6093,Park/Improper Area,60,0
11/19/15,Lot Specific 6093,Park/Improper Area,60,0
11/19/15,Lot Specific 6093,Park/Improper Area,60,0
11/19/15,Svc & Disabled 5083,Service Space,60,0
11/19/15,Svc & Disabled 5083,Service Space,60,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,70
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/19/15,University Blvd,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,80
11/19/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/19/15,Lot Specific 5067,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Over Line,60,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Tyndall Ave Garage,Parking Permit Vio,50,0
11/20/15,Second Street Garage,Park/Improper Area,60,0
11/20/15,Lot Specific 3231,Park/Improper Area,60,0
11/20/15,1000 Block Martin,Parking Permit Vio,50,0
11/20/15,Lot Specific 4052,Parking Permit Vio,50,0
11/20/15,Lot Specific 4052,Parking Permit Vio,50,0
11/20/15,Tyndall Ave,Prohibited Parking,85,0
11/20/15,Z1 1233,Parking Permit Vio,50,0
11/20/15,Lot Specific 3113,Parking Over Line,60,0
11/20/15,Lot Specific 3113,Park/Improper Area,60,0
11/20/15,Lot Specific 5072,Meter Violation,50,0
11/20/15,Z1 2032,Parking Permit Vio,50,0
11/20/15,Z1 2030,Parking Permit Vio,50,0
11/20/15,Z1 2030,Parking Permit Vio,50,0
11/20/15,Z1 2030,Parking Permit Vio,50,0
11/20/15,Z1 2030,Parking Permit Vio,50,0
11/20/15,Tyndall Ave,Prohibited Parking,85,105
11/20/15,Tyndall Ave,Prohibited Parking,85,0
11/20/15,Z1 1172,Parking Permit Vio,50,0
11/20/15,Alley South of Second St,Overtime,50,0
11/20/15,Z1 1225,Parking Permit Vio,50,0
11/20/15,Lot Specific 3039,Parking Permit Vio,50,0
11/20/15,Lot Specific 3039,Parking Permit Vio,50,0
11/20/15,Z1 2147,Park/Improper Area,60,0
11/20/15,Z1 1018,Parking Permit Vio,50,0
11/20/15,Z1 2021,Parking Permit Vio,50,0
11/20/15,Z1 2021,Parking Permit Vio,50,0
11/20/15,Z1 2021,Parking Permit Vio,50,0
11/20/15,Z1 2021,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 5067,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Meter Violation,50,0
11/20/15,Tyndall Ave,Service Space,60,0
11/20/15,Lot Specific 6090,Park/Improper Area,60,0
11/20/15,Lot Specific 5072,Meter Violation,50,70
11/20/15,Metered Lot 6088,Meter Violation,50,0
11/20/15,Lot Specific 5072,Parking Permit Vio,50,0
11/20/15,Lot Specific 5072,Parking Permit Vio,50,70
11/20/15,Alley Vine To Cherry,Prohibited Parking,85,0
11/20/15,2nd Street,Service Space,60,0
11/20/15,2nd Street,Meter Violation,50,70
11/20/15,Z1 2021,Parking Permit Vio,50,0
11/20/15,Lot Specific 2012,Meter Violation,50,70
11/20/15,Z1 2030,Parking Permit Vio,50,0
11/20/15,South Of Sixth 8106,Meter Violation,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Z1 1172,Parking Permit Vio,50,0
11/20/15,Z1 1172,Boot Fee - 1QA,80,0
11/20/15,Lot Specific 6097,Parking Permit Vio,50,0
11/20/15,Lot Specific 6097,Parking Permit Vio,50,0
11/20/15,Lot Specific 3039,Parking Permit Vio,50,0
11/20/15,Lot Specific 3039,Park/Improper Area,60,0
11/20/15,Lot Specific 3039,Park/Improper Area,60,0
11/20/15,Lot Specific 3039,Parking Permit Vio,50,0
11/20/15,Lot Specific 3039,Park/Improper Area,60,0
11/20/15,Lot Specific 3039,Park/Improper Area,60,0
11/20/15,1st Street,Service Space,60,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Park/Improper Area,60,0
11/20/15,Lot Specific 6090,Park/Improper Area,60,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Park/Improper Area,60,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 6090,Park/Improper Area,60,0
11/20/15,Lot Specific 6090,Parking Permit Vio,50,0
11/20/15,Lot Specific 5067,Parking Permit Vio,50,0
11/20/15,Lot Specific 5067,Parking Permit Vio,50,0
11/20/15,Lot Specific 5067,Parking Permit Vio,50,0
11/20/15,Lot Specific 5067,Parking Permit Vio,50,0
11/20/15,Lot Specific 5067,Park/Improper Area,60,0
11/21/15,Tyndall Ave Garage,Overtime,50,0
11/21/15,Tyndall Ave Garage,Overtime,50,0
11/21/15,Tyndall Ave Garage,Overtime,50,70
11/21/15,Tyndall Ave Garage,Overtime,50,70
11/21/15,Tyndall Ave Garage,Overtime,50,70
11/21/15,Tyndall Ave Garage,Overtime,50,0
11/21/15,Tyndall Ave Garage,Overtime,50,70
11/22/15,Lot Specific 6093,Park/Improper Area,60,0
11/22/15,Lot Specific 6093,Park/Improper Area,60,0
11/22/15,Cherry Avenue,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,20
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,80
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/22/15,Cherry Avenue Garage,Park/Improper Area,60,0
11/23/15,Main Gate Garage,Parking Over Line,60,0
11/23/15,Main Gate Garage,Parking Over Line,60,0
11/23/15,Main Gate Garage,Parking Over Line,60,0
11/23/15,1000 Block E 4th Street,Parking Permit Vio,50,0
11/23/15,Svc & Disabled 5073,Parking Permit Vio,50,0
11/23/15,Lot Specific 4052,Park/Improper Area,60,0
11/23/15,Lot Specific 4052,Parking Over Line,60,0
11/23/15,Lot Specific 4052,Parking Permit Vio,50,0
11/23/15,Gould Simpson,Overtime,50,0
11/23/15,1st Street,Meter Violation,50,0
11/23/15,Lot Specific 5072,Parking Permit Vio,50,0
11/23/15,Lot Specific 5072,Meter Violation,50,0
11/23/15,Lot Specific 5072,Meter Violation,50,70
11/23/15,Z1 1173,Parking Permit Vio,50,0
11/23/15,Z1 1018,Parking Permit Vio,50,0
11/23/15,Lot Specific 2012,Park/Improper Area,60,0
11/23/15,Lot Specific 2012,Park/Improper Area,60,0
11/23/15,Lot Specific 2012,Parking Permit Vio,50,0
11/23/15,Lot Specific 2012,Parking Permit Vio,50,0
11/23/15,Lot Specific 2012,Parking Over Line,60,0
11/23/15,Communication/CESL,Overtime,50,0
11/23/15,1500 Block Drachman,Parking Permit Vio,50,0
11/23/15,Communication/CESL,Overtime,50,70
11/23/15,Cherry Z1,Parking Permit Vio,50,0
11/23/15,UMC Employee Health,Service Space,60,0
11/23/15,Tyndall Ave,Overtime,50,70
11/23/15,Lot Specific 2029,Parking Permit Vio,50,0
11/23/15,Lot Specific 2029,Parking Permit Vio,50,0
11/23/15,Z1 2032,Parking Permit Vio,50,0
11/23/15,College of Nursing,Overtime,50,0
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Martin Avenue North,Overtime,50,0
11/23/15,Lot Specific 3039,Parking Permit Vio,50,0
11/23/15,Lowell Street,Overtime,50,0
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Olive Road,Service Space,60,80
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Z1 2030,Meter Violation,50,70
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Lot Specific 1157,Parking Permit Vio,50,0
11/23/15,Lot Specific 1016,Parking Permit Vio,50,0
11/23/15,Lot Specific 5072,Park/Improper Area,60,0
11/23/15,Lot Specific 4052,Parking Permit Vio,50,0
11/23/15,Lot Specific 5072,Overtime,50,0
11/23/15,Z1 2021,Parking Permit Vio,50,0
11/23/15,USA Employee West Lots,Parking Permit Vio,50,0
11/23/15,Lot Specific 6090,Parking Permit Vio,50,70
11/23/15,Lot Specific 6090,Parking Permit Vio,50,0
11/23/15,University Svs Annex East,Parking Permit Vio,50,0
11/23/15,University Svs Annex East,Parking Permit Vio,50,0
11/23/15,Lot Specific 6090,Park/Improper Area,60,0
11/23/15,Lot Specific 6090,Park/Improper Area,60,0
11/23/15,University Svs Annex East,Parking Permit Vio,50,70
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Slonaker,Meter Violation,50,0
11/23/15,Z1 2030,Park/Improper Area,60,0
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Lot Specific 4052,Parking Permit Vio,50,0
11/23/15,Svc & Disabled 5075,Service Space,60,80
11/23/15,Lot Specific 4052,Park/Improper Area,60,0
11/23/15,Tyndall Ave,Prohibited Parking,85,105
11/23/15,1st Street,Meter Violation,50,0
11/23/15,Svc & Disabled 4058,W/C Space/Access - 1DA,500,0
11/23/15,Lot Specific 6093,Overtime,50,70
11/23/15,1st Street,Meter Violation,50,70
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,2nd Street,Meter Violation,50,0
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,Lot Specific 4052,Prohibited Parking,85,0
11/23/15,National Championship Drive,Parking Permit Vio,50,0
11/23/15,Lot Specific 6090,Parking Permit Vio,50,0
11/23/15,Lot Specific 6097,Parking Permit Vio,50,0
11/23/15,Svc 2181,Overtime,50,0
11/23/15,Lot Specific 4057,Park/Improper Area,60,0
11/23/15,James E Rogers Way,Parking Permit Vio,50,0
11/23/15,Z1 2030,Parking Permit Vio,50,0
11/23/15,Svc & Disabled 4058,W/C Space/Access - 1DA,500,520
11/23/15,Svc & Disabled 4058,W/C Space/Access - 1DA,500,520
11/23/15,Z1 1018,Parking Permit Vio,50,0
11/23/15,Lot Specific 3039,Parking Permit Vio,50,0
11/23/15,Z1 1018,Parking Permit Vio,50,0
11/23/15,Lot Specific 6090,Park/Improper Area,60,0
11/23/15,Lot Specific 3039,Parking Permit Vio,50,0
11/23/15,Lot Specific 6090,Meter Violation,50,0
11/23/15,Lot Specific 3039,Parking Permit Vio,50,0
11/23/15,Metered Lot 6088,Meter Violation,50,0
11/23/15,Metered Lot 6088,Meter Violation,50,0
11/23/15,Z1 2226,Parking Permit Vio,50,0
11/23/15,Metered Lot 6088,Boot Fee - 1QA,80,0
11/23/15,Sixth Street Garage,Parking Over Line,60,0
11/23/15,Highland Avenue,Service Space,60,0
11/23/15,Lot Specific 6093,Parking Permit Vio,50,0
11/23/15,Lot Specific 6093,Parking Permit Vio,50,0
11/23/15,Svc & Disabled 3140,Service Space,60,0
11/23/15,Svc & Disabled 3140,Service Space,60,0
11/23/15,James E Rogers Way,Service Space,60,0
11/23/15,Tyndall Ave,Park/Improper Area,60,80
11/23/15,Metered Lot 6088,W/C Space/Access - 1DA,500,0
11/23/15,Lot Specific 5072,Parking Permit Vio,50,0
11/23/15,Lot Specific 5072,Parking Permit Vio,50,0
11/23/15,Lot Specific 5072,Parking Permit Vio,50,70
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Park Avenue Garage,Parking Permit Vio,50,0
11/24/15,Highland Avenue Garage,Parking Permit Vio,50,0
11/24/15,Highland Avenue Garage,Parking Permit Vio,50,0
11/24/15,Highland Avenue Garage,Parking Permit Vio,50,0
11/24/15,Highland Avenue Garage,Parking Permit Vio,50,0
11/24/15,Second Street Garage,Parking Permit Vio,50,70
11/24/15,Second Street Garage,Parking Permit Vio,50,0
11/24/15,Lot Specific 5072,Meter Violation,50,0
11/24/15,Metered Lot 3141,Meter Violation,50,0
11/24/15,Metered Lot 3141,Meter Violation,50,0
11/24/15,1st Street,Meter Violation,50,0
11/24/15,1st Street,Overtime,50,0
11/24/15,Lot Specific 4054,Parking Permit Vio,50,0
11/24/15,Svc & Disabled 5075,Service Space,60,0
11/24/15,Svc & Disabled 5075,Parking Over Line,60,0
11/24/15,Manzanita/Mojave,Prohibited Parking,85,0
11/24/15,Z1 2030,Meter Violation,50,0
11/24/15,Z1 2030,Meter Violation,50,0
11/24/15,Fine Arts,Overtime,50,0
11/24/15,Lot Specific 2012,Parking Permit Vio,50,0
11/24/15,Warren Avenue North,Meter Violation,50,0
11/24/15,Metered Lot 3141,Meter Violation,50,0
11/24/15,James E Rogers Way,Meter Violation,50,0
11/24/15,James E Rogers Way,Meter Violation,50,70
11/24/15,Lowell Street,Overtime,50,70
11/24/15,USA Employee West Lots,Parking Permit Vio,50,0
11/24/15,University Svs Annex East,Parking Permit Vio,50,0
11/24/15,2nd Street,Overtime,50,0
